trein_id,dienst_datum,traject,vertrek_station,aankomst_station,vertrek_uur
IC1021,2024-12-23,Den Haag Centraal - Amersfoort,Den Haag Centraal,Amersfoort,17
SPR2000,2024-12-23,Eindhoven - Amersfoort,Eindhoven,Amersfoort,14
IC1018,2024-12-23,Rotterdam Centraal - Amsterdam Centraal,Rotterdam Centraal,Amsterdam Centraal,11
IC1022,2024-12-23,Amersfoort - Amsterdam Centraal,Amersfoort,Amsterdam Centraal,14
IC1016,2024-12-23,Rotterdam Centraal - Amsterdam Centraal,Rotterdam Centraal,Amsterdam Centraal,5
SPR2027,2024-12-23,Eindhoven - Amsterdam Centraal,Eindhoven,Amsterdam Centraal,18
IC1000,2024-12-23,Eindhoven - Amsterdam Centraal,Eindhoven,Amsterdam Centraal,19
SPR2007,2024-12-23,Rotterdam Centraal - Utrecht Centraal,Rotterdam Centraal,Utrecht Centraal,16
SPR2021,2024-12-23,Eindhoven - Rotterdam Centraal,Eindhoven,Rotterdam Centraal,12
SPR2010,2024-12-23,Amsterdam Centraal - Den Haag Centraal,Amsterdam Centraal,Den Haag Centraal,8
SPR2019,2024-12-23,Den Haag Centraal - Utrecht Centraal,Den Haag Centraal,Utrecht Centraal,13
IC1030,2024-12-23,Amsterdam Centraal - Utrecht Centraal,Amsterdam Centraal,Utrecht Centraal,5
IC1036,2024-12-23,Den Haag Centraal - Utrecht Centraal,Den Haag Centraal,Utrecht Centraal,15
IC1025,2024-12-23,Amersfoort - Rotterdam Centraal,Amersfoort,Rotterdam Centraal,12
IC1035,2024-12-23,Amersfoort - Amsterdam Centraal,Amersfoort,Amsterdam Centraal,8
IC1013,2024-12-23,Utrecht Centraal - Eindhoven,Utrecht Centraal,Eindhoven,22
SPR2023,2024-12-23,Den Haag Centraal - Utrecht Centraal,Den Haag Centraal,Utrecht Centraal,20
IC1045,2024-12-23,Amsterdam Centraal - Utrecht Centraal,Amsterdam Centraal,Utrecht Centraal,21
IC1020,2024-12-23,Rotterdam Centraal - Amersfoort,Rotterdam Centraal,Amersfoort,5
IC1012,2024-12-23,Eindhoven - Amsterdam Centraal,Eindhoven,Amsterdam Centraal,22
IC1038,2024-12-23,Amersfoort - Utrecht Centraal,Amersfoort,Utrecht Centraal,21
SPR2022,2024-12-23,Eindhoven - Den Haag Centraal,Eindhoven,Den Haag Centraal,14
IC1003,2024-12-23,Rotterdam Centraal - Eindhoven,Rotterdam Centraal,Eindhoven,14
IC1008,2024-12-23,Rotterdam Centraal - Den Haag Centraal,Rotterdam Centraal,Den Haag Centraal,8
SPR2006,2024-12-24,Utrecht Centraal - Rotterdam Centraal,Utrecht Centraal,Rotterdam Centraal,14
IC1001,2024-12-24,Utrecht Centraal - Amsterdam Centraal,Utrecht Centraal,Amsterdam Centraal,12
SPR2011,2024-12-24,Amsterdam Centraal - Utrecht Centraal,Amsterdam Centraal,Utrecht Centraal,7
IC1047,2024-12-24,Den Haag Centraal - Amersfoort,Den Haag Centraal,Amersfoort,6
SPR2000,2024-12-24,Rotterdam Centraal - Utrecht Centraal,Rotterdam Centraal,Utrecht Centraal,14
IC1048,2024-12-24,Amersfoort - Utrecht Centraal,Amersfoort,Utrecht Centraal,21
IC1017,2024-12-24,Eindhoven - Amsterdam Centraal,Eindhoven,Amsterdam Centraal,18
SPR2025,2024-12-24,Utrecht Centraal - Rotterdam Centraal,Utrecht Centraal,Rotterdam Centraal,22
IC1032,2024-12-24,Amersfoort - Eindhoven,Amersfoort,Eindhoven,22
IC1046,2024-12-24,Utrecht Centraal - Rotterdam Centraal,Utrecht Centraal,Rotterdam Centraal,13
SPR2020,2024-12-24,Amersfoort - Utrecht Centraal,Amersfoort,Utrecht Centraal,18
SPR2015,2024-12-24,Den Haag Centraal - Utrecht Centraal,Den Haag Centraal,Utrecht Centraal,19
IC1003,2024-12-24,Amsterdam Centraal - Den Haag Centraal,Amsterdam Centraal,Den Haag Centraal,5
SPR2018,2024-12-24,Den Haag Centraal - Utrecht Centraal,Den Haag Centraal,Utrecht Centraal,19
IC1033,2024-12-24,Eindhoven - Rotterdam Centraal,Eindhoven,Rotterdam Centraal,22
IC1005,2024-12-24,Eindhoven - Den Haag Centraal,Eindhoven,Den Haag Centraal,13
IC1004,2024-12-24,Utrecht Centraal - Eindhoven,Utrecht Centraal,Eindhoven,20
IC1037,2024-12-24,Den Haag Centraal - Amersfoort,Den Haag Centraal,Amersfoort,12
IC1028,2024-12-24,Amersfoort - Eindhoven,Amersfoort,Eindhoven,16
IC1041,2024-12-24,Utrecht Centraal - Amsterdam Centraal,Utrecht Centraal,Amsterdam Centraal,17
IC1015,2024-12-24,Eindhoven - Rotterdam Centraal,Eindhoven,Rotterdam Centraal,16
IC1049,2024-12-24,Utrecht Centraal - Rotterdam Centraal,Utrecht Centraal,Rotterdam Centraal,7
IC1042,2024-12-24,Utrecht Centraal - Eindhoven,Utrecht Centraal,Eindhoven,17
SPR2024,2024-12-24,Amersfoort - Amsterdam Centraal,Amersfoort,Amsterdam Centraal,14
IC1039,2024-12-24,Amersfoort - Eindhoven,Amersfoort,Eindhoven,16
SPR2019,2024-12-24,Eindhoven - Utrecht Centraal,Eindhoven,Utrecht Centraal,8
IC1020,2024-12-24,Utrecht Centraal - Amersfoort,Utrecht Centraal,Amersfoort,9
IC1018,2024-12-24,Amersfoort - Amsterdam Centraal,Amersfoort,Amsterdam Centraal,7
SPR2021,2024-12-24,Den Haag Centraal - Rotterdam Centraal,Den Haag Centraal,Rotterdam Centraal,19
SPR2029,2024-12-24,Amersfoort - Amsterdam Centraal,Amersfoort,Amsterdam Centraal,18
SPR2005,2024-12-24,Amsterdam Centraal - Den Haag Centraal,Amsterdam Centraal,Den Haag Centraal,16
SPR2004,2024-12-24,Amersfoort - Den Haag Centraal,Amersfoort,Den Haag Centraal,21
SPR2007,2024-12-24,Rotterdam Centraal - Amersfoort,Rotterdam Centraal,Amersfoort,16
IC1044,2024-12-24,Amersfoort - Utrecht Centraal,Amersfoort,Utrecht Centraal,10
IC1045,2024-12-24,Amersfoort - Amsterdam Centraal,Amersfoort,Amsterdam Centraal,12
SPR2026,2024-12-24,Eindhoven - Amersfoort,Eindhoven,Amersfoort,17
SPR2013,2024-12-24,Utrecht Centraal - Eindhoven,Utrecht Centraal,Eindhoven,5
SPR2003,2024-12-24,Amsterdam Centraal - Eindhoven,Amsterdam Centraal,Eindhoven,22
IC1029,2024-12-24,Eindhoven - Den Haag Centraal,Eindhoven,Den Haag Centraal,18
SPR2008,2024-12-24,Den Haag Centraal - Amersfoort,Den Haag Centraal,Amersfoort,7
IC1038,2024-12-25,Rotterdam Centraal - Eindhoven,Rotterdam Centraal,Eindhoven,20
IC1032,2024-12-25,Eindhoven - Amersfoort,Eindhoven,Amersfoort,12
SPR2023,2024-12-25,Utrecht Centraal - Amsterdam Centraal,Utrecht Centraal,Amsterdam Centraal,9
IC1005,2024-12-25,Amsterdam Centraal - Den Haag Centraal,Amsterdam Centraal,Den Haag Centraal,9
IC1016,2024-12-25,Amersfoort - Rotterdam Centraal,Amersfoort,Rotterdam Centraal,12
SPR2024,2024-12-25,Utrecht Centraal - Amersfoort,Utrecht Centraal,Amersfoort,19
SPR2026,2024-12-25,Utrecht Centraal - Den Haag Centraal,Utrecht Centraal,Den Haag Centraal,8
SPR2014,2024-12-25,Den Haag Centraal - Amersfoort,Den Haag Centraal,Amersfoort,11
IC1040,2024-12-25,Rotterdam Centraal - Amersfoort,Rotterdam Centraal,Amersfoort,16
SPR2017,2024-12-25,Rotterdam Centraal - Eindhoven,Rotterdam Centraal,Eindhoven,17
IC1033,2024-12-25,Utrecht Centraal - Rotterdam Centraal,Utrecht Centraal,Rotterdam Centraal,5
IC1007,2024-12-25,Amersfoort - Eindhoven,Amersfoort,Eindhoven,18
IC1047,2024-12-25,Amersfoort - Eindhoven,Amersfoort,Eindhoven,6
SPR2018,2024-12-25,Den Haag Centraal - Amersfoort,Den Haag Centraal,Amersfoort,15
IC1019,2024-12-25,Utrecht Centraal - Rotterdam Centraal,Utrecht Centraal,Rotterdam Centraal,19
IC1030,2024-12-25,Eindhoven - Rotterdam Centraal,Eindhoven,Rotterdam Centraal,13
IC1010,2024-12-25,Den Haag Centraal - Amersfoort,Den Haag Centraal,Amersfoort,21
SPR2015,2024-12-25,Rotterdam Centraal - Amersfoort,Rotterdam Centraal,Amersfoort,11
IC1018,2024-12-25,Eindhoven - Utrecht Centraal,Eindhoven,Utrecht Centraal,5
SPR2020,2024-12-25,Eindhoven - Den Haag Centraal,Eindhoven,Den Haag Centraal,5
IC1043,2024-12-25,Amsterdam Centraal - Amersfoort,Amsterdam Centraal,Amersfoort,12
SPR2029,2024-12-25,Rotterdam Centraal - Utrecht Centraal,Rotterdam Centraal,Utrecht Centraal,12
IC1003,2024-12-25,Den Haag Centraal - Eindhoven,Den Haag Centraal,Eindhoven,10
IC1002,2024-12-25,Amersfoort - Amsterdam Centraal,Amersfoort,Amsterdam Centraal,21
IC1015,2024-12-25,Utrecht Centraal - Amsterdam Centraal,Utrecht Centraal,Amsterdam Centraal,12
IC1012,2024-12-25,Rotterdam Centraal - Den Haag Centraal,Rotterdam Centraal,Den Haag Centraal,21
SPR2022,2024-12-25,Amsterdam Centraal - Den Haag Centraal,Amsterdam Centraal,Den Haag Centraal,15
IC1036,2024-12-25,Utrecht Centraal - Amersfoort,Utrecht Centraal,Amersfoort,17
IC1004,2024-12-25,Eindhoven - Rotterdam Centraal,Eindhoven,Rotterdam Centraal,6
IC1046,2024-12-25,Eindhoven - Den Haag Centraal,Eindhoven,Den Haag Centraal,14
IC1000,2024-12-25,Den Haag Centraal - Amsterdam Centraal,Den Haag Centraal,Amsterdam Centraal,13
IC1048,2024-12-25,Rotterdam Centraal - Den Haag Centraal,Rotterdam Centraal,Den Haag Centraal,12
IC1017,2024-12-25,Rotterdam Centraal - Amsterdam Centraal,Rotterdam Centraal,Amsterdam Centraal,22
SPR2021,2024-12-25,Den Haag Centraal - Amsterdam Centraal,Den Haag Centraal,Amsterdam Centraal,5
IC1026,2024-12-25,Amsterdam Centraal - Eindhoven,Amsterdam Centraal,Eindhoven,22
IC1024,2024-12-25,Den Haag Centraal - Rotterdam Centraal,Den Haag Centraal,Rotterdam Centraal,10
IC1049,2024-12-25,Rotterdam Centraal - Utrecht Centraal,Rotterdam Centraal,Utrecht Centraal,15
IC1022,2024-12-25,Amsterdam Centraal - Amersfoort,Amsterdam Centraal,Amersfoort,5
IC1021,2024-12-25,Rotterdam Centraal - Utrecht Centraal,Rotterdam Centraal,Utrecht Centraal,9
SPR2016,2024-12-25,Utrecht Centraal - Den Haag Centraal,Utrecht Centraal,Den Haag Centraal,18
IC1032,2024-12-26,Eindhoven - Rotterdam Centraal,Eindhoven,Rotterdam Centraal,13
SPR2020,2024-12-26,Amersfoort - Amsterdam Centraal,Amersfoort,Amsterdam Centraal,13
IC1030,2024-12-26,Rotterdam Centraal - Amersfoort,Rotterdam Centraal,Amersfoort,13
IC1043,2024-12-26,Den Haag Centraal - Rotterdam Centraal,Den Haag Centraal,Rotterdam Centraal,18
IC1014,2024-12-26,Amersfoort - Utrecht Centraal,Amersfoort,Utrecht Centraal,15
IC1021,2024-12-26,Amersfoort - Amsterdam Centraal,Amersfoort,Amsterdam Centraal,18
SPR2010,2024-12-26,Eindhoven - Amersfoort,Eindhoven,Amersfoort,8
SPR2007,2024-12-26,Den Haag Centraal - Eindhoven,Den Haag Centraal,Eindhoven,16
IC1001,2024-12-26,Amsterdam Centraal - Eindhoven,Amsterdam Centraal,Eindhoven,5
SPR2023,2024-12-26,Den Haag Centraal - Eindhoven,Den Haag Centraal,Eindhoven,6
SPR2008,2024-12-26,Rotterdam Centraal - Utrecht Centraal,Rotterdam Centraal,Utrecht Centraal,9
SPR2021,2024-12-26,Amersfoort - Utrecht Centraal,Amersfoort,Utrecht Centraal,22
SPR2006,2024-12-26,Eindhoven - Amsterdam Centraal,Eindhoven,Amsterdam Centraal,16
SPR2028,2024-12-26,Utrecht Centraal - Rotterdam Centraal,Utrecht Centraal,Rotterdam Centraal,9
SPR2013,2024-12-26,Amsterdam Centraal - Eindhoven,Amsterdam Centraal,Eindhoven,18
IC1038,2024-12-26,Utrecht Centraal - Den Haag Centraal,Utrecht Centraal,Den Haag Centraal,9
SPR2012,2024-12-26,Rotterdam Centraal - Amersfoort,Rotterdam Centraal,Amersfoort,21
SPR2024,2024-12-26,Den Haag Centraal - Amsterdam Centraal,Den Haag Centraal,Amsterdam Centraal,19
IC1039,2024-12-26,Amsterdam Centraal - Eindhoven,Amsterdam Centraal,Eindhoven,7
SPR2005,2024-12-26,Eindhoven - Utrecht Centraal,Eindhoven,Utrecht Centraal,18
SPR2016,2024-12-26,Amersfoort - Rotterdam Centraal,Amersfoort,Rotterdam Centraal,11
IC1016,2024-12-26,Rotterdam Centraal - Eindhoven,Rotterdam Centraal,Eindhoven,13
IC1049,2024-12-26,Utrecht Centraal - Rotterdam Centraal,Utrecht Centraal,Rotterdam Centraal,19
SPR2014,2024-12-26,Den Haag Centraal - Eindhoven,Den Haag Centraal,Eindhoven,20
SPR2022,2024-12-26,Amersfoort - Utrecht Centraal,Amersfoort,Utrecht Centraal,21
SPR2015,2024-12-26,Rotterdam Centraal - Amersfoort,Rotterdam Centraal,Amersfoort,10
IC1042,2024-12-26,Amersfoort - Rotterdam Centraal,Amersfoort,Rotterdam Centraal,13
IC1036,2024-12-26,Den Haag Centraal - Eindhoven,Den Haag Centraal,Eindhoven,10
IC1035,2024-12-26,Amersfoort - Den Haag Centraal,Amersfoort,Den Haag Centraal,14
IC1033,2024-12-26,Den Haag Centraal - Amersfoort,Den Haag Centraal,Amersfoort,12
IC1019,2024-12-26,Utrecht Centraal - Rotterdam Centraal,Utrecht Centraal,Rotterdam Centraal,19
IC1009,2024-12-26,Amsterdam Centraal - Amersfoort,Amsterdam Centraal,Amersfoort,8
IC1027,2024-12-26,Amersfoort - Den Haag Centraal,Amersfoort,Den Haag Centraal,10
IC1047,2024-12-26,Den Haag Centraal - Utrecht Centraal,Den Haag Centraal,Utrecht Centraal,14
IC1005,2024-12-26,Eindhoven - Utrecht Centraal,Eindhoven,Utrecht Centraal,15
IC1034,2024-12-26,Amsterdam Centraal - Amersfoort,Amsterdam Centraal,Amersfoort,5
IC1048,2024-12-26,Amersfoort - Amsterdam Centraal,Amersfoort,Amsterdam Centraal,9
SPR2011,2024-12-26,Amsterdam Centraal - Den Haag Centraal,Amsterdam Centraal,Den Haag Centraal,7
IC1045,2024-12-26,Eindhoven - Amersfoort,Eindhoven,Amersfoort,10
SPR2018,2024-12-26,Rotterdam Centraal - Utrecht Centraal,Rotterdam Centraal,Utrecht Centraal,9
IC1027,2024-12-27,Amsterdam Centraal - Rotterdam Centraal,Amsterdam Centraal,Rotterdam Centraal,22
IC1033,2024-12-27,Den Haag Centraal - Rotterdam Centraal,Den Haag Centraal,Rotterdam Centraal,14
IC1016,2024-12-27,Eindhoven - Den Haag Centraal,Eindhoven,Den Haag Centraal,18
SPR2029,2024-12-27,Rotterdam Centraal - Eindhoven,Rotterdam Centraal,Eindhoven,21
SPR2017,2024-12-27,Amsterdam Centraal - Amersfoort,Amsterdam Centraal,Amersfoort,11
IC1002,2024-12-27,Rotterdam Centraal - Den Haag Centraal,Rotterdam Centraal,Den Haag Centraal,7
IC1017,2024-12-27,Amersfoort - Amsterdam Centraal,Amersfoort,Amsterdam Centraal,13
SPR2019,2024-12-27,Amersfoort - Amsterdam Centraal,Amersfoort,Amsterdam Centraal,13
SPR2023,2024-12-27,Utrecht Centraal - Den Haag Centraal,Utrecht Centraal,Den Haag Centraal,7
IC1040,2024-12-27,Den Haag Centraal - Rotterdam Centraal,Den Haag Centraal,Rotterdam Centraal,14
IC1036,2024-12-27,Rotterdam Centraal - Utrecht Centraal,Rotterdam Centraal,Utrecht Centraal,17
IC1020,2024-12-27,Rotterdam Centraal - Amsterdam Centraal,Rotterdam Centraal,Amsterdam Centraal,13
IC1043,2024-12-27,Eindhoven - Amersfoort,Eindhoven,Amersfoort,18
IC1031,2024-12-27,Amsterdam Centraal - Utrecht Centraal,Amsterdam Centraal,Utrecht Centraal,22
IC1021,2024-12-27,Eindhoven - Amersfoort,Eindhoven,Amersfoort,6
IC1037,2024-12-27,Amsterdam Centraal - Rotterdam Centraal,Amsterdam Centraal,Rotterdam Centraal,15
SPR2020,2024-12-27,Amsterdam Centraal - Utrecht Centraal,Amsterdam Centraal,Utrecht Centraal,19
IC1035,2024-12-27,Rotterdam Centraal - Amersfoort,Rotterdam Centraal,Amersfoort,19
SPR2002,2024-12-27,Amersfoort - Amsterdam Centraal,Amersfoort,Amsterdam Centraal,8
IC1010,2024-12-27,Eindhoven - Amsterdam Centraal,Eindhoven,Amsterdam Centraal,18
SPR2014,2024-12-27,Eindhoven - Utrecht Centraal,Eindhoven,Utrecht Centraal,14
IC1008,2024-12-27,Utrecht Centraal - Amersfoort,Utrecht Centraal,Amersfoort,10
SPR2001,2024-12-27,Rotterdam Centraal - Eindhoven,Rotterdam Centraal,Eindhoven,7
IC1026,2024-12-27,Den Haag Centraal - Utrecht Centraal,Den Haag Centraal,Utrecht Centraal,18
IC1046,2024-12-27,Rotterdam Centraal - Amsterdam Centraal,Rotterdam Centraal,Amsterdam Centraal,17
IC1049,2024-12-27,Eindhoven - Utrecht Centraal,Eindhoven,Utrecht Centraal,21
SPR2005,2024-12-27,Amersfoort - Rotterdam Centraal,Amersfoort,Rotterdam Centraal,15
SPR2006,2024-12-27,Eindhoven - Amsterdam Centraal,Eindhoven,Amsterdam Centraal,21
SPR2016,2024-12-27,Amsterdam Centraal - Den Haag Centraal,Amsterdam Centraal,Den Haag Centraal,7
IC1044,2024-12-27,Eindhoven - Utrecht Centraal,Eindhoven,Utrecht Centraal,5
SPR2007,2024-12-27,Eindhoven - Amsterdam Centraal,Eindhoven,Amsterdam Centraal,18
IC1022,2024-12-27,Amersfoort - Eindhoven,Amersfoort,Eindhoven,13
IC1024,2024-12-27,Den Haag Centraal - Utrecht Centraal,Den Haag Centraal,Utrecht Centraal,18
IC1019,2024-12-27,Utrecht Centraal - Eindhoven,Utrecht Centraal,Eindhoven,20
SPR2010,2024-12-27,Rotterdam Centraal - Amersfoort,Rotterdam Centraal,Amersfoort,11
IC1041,2024-12-27,Utrecht Centraal - Rotterdam Centraal,Utrecht Centraal,Rotterdam Centraal,12
SPR2013,2024-12-27,Eindhoven - Amersfoort,Eindhoven,Amersfoort,6
IC1028,2024-12-27,Amsterdam Centraal - Den Haag Centraal,Amsterdam Centraal,Den Haag Centraal,20
IC1012,2024-12-27,Eindhoven - Rotterdam Centraal,Eindhoven,Rotterdam Centraal,15
IC1013,2024-12-27,Amsterdam Centraal - Amersfoort,Amsterdam Centraal,Amersfoort,7
IC1008,2024-12-28,Amsterdam Centraal - Amersfoort,Amsterdam Centraal,Amersfoort,18
SPR2027,2024-12-28,Amsterdam Centraal - Rotterdam Centraal,Amsterdam Centraal,Rotterdam Centraal,12
IC1041,2024-12-28,Rotterdam Centraal - Eindhoven,Rotterdam Centraal,Eindhoven,11
SPR2028,2024-12-28,Amersfoort - Utrecht Centraal,Amersfoort,Utrecht Centraal,18
SPR2004,2024-12-28,Eindhoven - Amsterdam Centraal,Eindhoven,Amsterdam Centraal,16
SPR2026,2024-12-28,Rotterdam Centraal - Utrecht Centraal,Rotterdam Centraal,Utrecht Centraal,13
IC1033,2024-12-28,Utrecht Centraal - Amersfoort,Utrecht Centraal,Amersfoort,9
SPR2016,2024-12-28,Den Haag Centraal - Eindhoven,Den Haag Centraal,Eindhoven,15
SPR2020,2024-12-28,Amsterdam Centraal - Den Haag Centraal,Amsterdam Centraal,Den Haag Centraal,7
IC1007,2024-12-28,Den Haag Centraal - Eindhoven,Den Haag Centraal,Eindhoven,10
SPR2012,2024-12-28,Den Haag Centraal - Amsterdam Centraal,Den Haag Centraal,Amsterdam Centraal,5
SPR2021,2024-12-28,Amersfoort - Rotterdam Centraal,Amersfoort,Rotterdam Centraal,16
IC1031,2024-12-28,Amersfoort - Utrecht Centraal,Amersfoort,Utrecht Centraal,6
SPR2014,2024-12-28,Rotterdam Centraal - Eindhoven,Rotterdam Centraal,Eindhoven,8
SPR2009,2024-12-28,Rotterdam Centraal - Eindhoven,Rotterdam Centraal,Eindhoven,17
IC1030,2024-12-28,Eindhoven - Amsterdam Centraal,Eindhoven,Amsterdam Centraal,16
IC1028,2024-12-28,Eindhoven - Amersfoort,Eindhoven,Amersfoort,9
IC1021,2024-12-28,Amsterdam Centraal - Eindhoven,Amsterdam Centraal,Eindhoven,18
IC1000,2024-12-28,Amsterdam Centraal - Den Haag Centraal,Amsterdam Centraal,Den Haag Centraal,11
IC1027,2024-12-28,Utrecht Centraal - Amersfoort,Utrecht Centraal,Amersfoort,5
IC1035,2024-12-28,Amersfoort - Eindhoven,Amersfoort,Eindhoven,15
IC1001,2024-12-28,Amersfoort - Den Haag Centraal,Amersfoort,Den Haag Centraal,10
SPR2000,2024-12-28,Den Haag Centraal - Rotterdam Centraal,Den Haag Centraal,Rotterdam Centraal,8
IC1034,2024-12-28,Amsterdam Centraal - Eindhoven,Amsterdam Centraal,Eindhoven,11
IC1023,2024-12-28,Amsterdam Centraal - Amersfoort,Amsterdam Centraal,Amersfoort,10
IC1005,2024-12-28,Eindhoven - Amersfoort,Eindhoven,Amersfoort,22
IC1039,2024-12-28,Amsterdam Centraal - Rotterdam Centraal,Amsterdam Centraal,Rotterdam Centraal,22
IC1040,2024-12-28,Utrecht Centraal - Eindhoven,Utrecht Centraal,Eindhoven,8
IC1016,2024-12-28,Eindhoven - Den Haag Centraal,Eindhoven,Den Haag Centraal,18
IC1015,2024-12-28,Amsterdam Centraal - Utrecht Centraal,Amsterdam Centraal,Utrecht Centraal,22
SPR2007,2024-12-28,Rotterdam Centraal - Eindhoven,Rotterdam Centraal,Eindhoven,16
SPR2008,2024-12-28,Amsterdam Centraal - Eindhoven,Amsterdam Centraal,Eindhoven,8
IC1010,2024-12-28,Den Haag Centraal - Amsterdam Centraal,Den Haag Centraal,Amsterdam Centraal,12
IC1026,2024-12-28,Utrecht Centraal - Den Haag Centraal,Utrecht Centraal,Den Haag Centraal,18
SPR2002,2024-12-28,Rotterdam Centraal - Amsterdam Centraal,Rotterdam Centraal,Amsterdam Centraal,5
SPR2005,2024-12-28,Eindhoven - Amersfoort,Eindhoven,Amersfoort,20
SPR2010,2024-12-28,Eindhoven - Den Haag Centraal,Eindhoven,Den Haag Centraal,8
IC1048,2024-12-28,Rotterdam Centraal - Den Haag Centraal,Rotterdam Centraal,Den Haag Centraal,11
SPR2019,2024-12-28,Rotterdam Centraal - Utrecht Centraal,Rotterdam Centraal,Utrecht Centraal,13
IC1036,2024-12-28,Amsterdam Centraal - Amersfoort,Amsterdam Centraal,Amersfoort,7
SPR2006,2024-12-29,Rotterdam Centraal - Utrecht Centraal,Rotterdam Centraal,Utrecht Centraal,5
SPR2027,2024-12-29,Rotterdam Centraal - Amsterdam Centraal,Rotterdam Centraal,Amsterdam Centraal,19
SPR2015,2024-12-29,Eindhoven - Utrecht Centraal,Eindhoven,Utrecht Centraal,6
IC1006,2024-12-29,Eindhoven - Amersfoort,Eindhoven,Amersfoort,5
IC1037,2024-12-29,Amersfoort - Amsterdam Centraal,Amersfoort,Amsterdam Centraal,16
SPR2020,2024-12-29,Utrecht Centraal - Amsterdam Centraal,Utrecht Centraal,Amsterdam Centraal,19
SPR2017,2024-12-29,Eindhoven - Amsterdam Centraal,Eindhoven,Amsterdam Centraal,20
IC1044,2024-12-29,Amsterdam Centraal - Den Haag Centraal,Amsterdam Centraal,Den Haag Centraal,18
IC1049,2024-12-29,Den Haag Centraal - Rotterdam Centraal,Den Haag Centraal,Rotterdam Centraal,10
IC1018,2024-12-29,Eindhoven - Den Haag Centraal,Eindhoven,Den Haag Centraal,5
IC1046,2024-12-29,Den Haag Centraal - Utrecht Centraal,Den Haag Centraal,Utrecht Centraal,19
IC1016,2024-12-29,Eindhoven - Amersfoort,Eindhoven,Amersfoort,14
IC1023,2024-12-29,Utrecht Centraal - Den Haag Centraal,Utrecht Centraal,Den Haag Centraal,19
SPR2001,2024-12-29,Den Haag Centraal - Rotterdam Centraal,Den Haag Centraal,Rotterdam Centraal,19
IC1041,2024-12-29,Amsterdam Centraal - Den Haag Centraal,Amsterdam Centraal,Den Haag Centraal,10
IC1011,2024-12-29,Eindhoven - Utrecht Centraal,Eindhoven,Utrecht Centraal,12
SPR2012,2024-12-29,Eindhoven - Amsterdam Centraal,Eindhoven,Amsterdam Centraal,21
IC1027,2024-12-29,Eindhoven - Amsterdam Centraal,Eindhoven,Amsterdam Centraal,18
SPR2010,2024-12-29,Eindhoven - Amsterdam Centraal,Eindhoven,Amsterdam Centraal,17
IC1015,2024-12-29,Eindhoven - Den Haag Centraal,Eindhoven,Den Haag Centraal,22
SPR2008,2024-12-29,Utrecht Centraal - Amersfoort,Utrecht Centraal,Amersfoort,16
IC1019,2024-12-29,Amersfoort - Amsterdam Centraal,Amersfoort,Amsterdam Centraal,21
SPR2026,2024-12-29,Rotterdam Centraal - Amersfoort,Rotterdam Centraal,Amersfoort,5
IC1008,2024-12-29,Eindhoven - Rotterdam Centraal,Eindhoven,Rotterdam Centraal,6
IC1031,2024-12-29,Utrecht Centraal - Amsterdam Centraal,Utrecht Centraal,Amsterdam Centraal,14
SPR2022,2024-12-29,Eindhoven - Utrecht Centraal,Eindhoven,Utrecht Centraal,22
SPR2009,2024-12-29,Den Haag Centraal - Eindhoven,Den Haag Centraal,Eindhoven,5
IC1009,2024-12-29,Utrecht Centraal - Den Haag Centraal,Utrecht Centraal,Den Haag Centraal,19
IC1043,2024-12-29,Eindhoven - Amsterdam Centraal,Eindhoven,Amsterdam Centraal,14
IC1035,2024-12-29,Utrecht Centraal - Eindhoven,Utrecht Centraal,Eindhoven,22
SPR2011,2024-12-29,Amersfoort - Amsterdam Centraal,Amersfoort,Amsterdam Centraal,10
IC1045,2024-12-29,Den Haag Centraal - Utrecht Centraal,Den Haag Centraal,Utrecht Centraal,6
IC1007,2024-12-29,Rotterdam Centraal - Utrecht Centraal,Rotterdam Centraal,Utrecht Centraal,12
SPR2023,2024-12-29,Eindhoven - Utrecht Centraal,Eindhoven,Utrecht Centraal,18
